Order,Level,Award,Name,Citation,County
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Peter KELLY ,"Founder and Volunteer, the Arrows Basketball Club, Sheffield.  For services to Physical Education.",South Yorkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Ursula KENT ,"Group Leader and Co-ordinator, Elmbridge University of the Third Age.  For services to Adult Learning.",Surrey
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Ann Muir KERR ,"Chair, Motor Neurone Disease Association Central Scotland Committee. For services to charitable fundraising.",Stirling and Falkirk
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Raymond Michael KEY ,For services to the Craft of Wood Turning.,Worcestershire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Elizabeth KEYS ,For services to Young People in Northern Ireland.,Tyrone
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Taryn KHANAM ,Department of Energy and Climate Change. For services to Diversity in Government and the Bengali community in East London.,London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Anthony Dinham KING ,"Volunteer, National Coastwatch Institution.  For services to Maritime Safety.",Cornwall
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Mavis Sarah Eleanor KIRK ,"Administrative Officer, Ministry of Defence. For services to Defence and voluntary service to Young People.",Down
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs June KNIGHTLEY ,"For services to the community in Houghton and Hetton, Tyne and Wear.",Tyne and Wear
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Hazel Olive KNOWLES ,"President, Halesowen Unit, St John Ambulance. For voluntary service to First Aid.",West Midlands
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Peter Norman KNOWLES ,"For services to the community in West Chiltington, West Sussex.",West Sussex
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Katherine Grace LAING ,"For services to the community in Dalwood, East Devon.",Devon
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Natasha LAMBERT ,For services to charity.,Isle of Wight
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Deborah Alison LAMMIN ,"Choir Mistress, Burntwood School Chamber Choir, London. For services to Education.",London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Rita LANGFORD ,"For services to the community and to charity in Kington, Herefordshire.",Herefordshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John LAVERTY ,"Lately Field Officer, South Eastern Education and Library Board.  For services to Young People in Northern Ireland.",Down
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Gordon LAWRIE ,For services to Piping in Dunbartonshire.,Dunbartonshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire, Alison LAWSON ,"Special Documents Officer Department for Business, Innovation and Skills.  For services to Security and Information Rights.",London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Janina Barbara LAZARSKI ,"Volunteering Coordinator, University of Winchester. For services to Higher Education and to the community in Hampshire.",Hampshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Hilary Ann LEDBROOK ,"For services to the community in Ashorne, Warwickshire.",Warwickshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Evelyn Christian Munro LENNIE ,For services to the Children’s Hearings System in Scotland.,Glasgow
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Cherry Netta LEPPARD ,For voluntary service to the community in Kent.,Kent
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Catherine LEWIS ,"For services to the community in Sheerness, Kent.",Kent
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Desmond Norman LIBBY ,"For services to the community in Polruan, Cornwall.",Cornwall
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Anne Robson LLOYD ,"Drama Teacher, Fenham, Newcastle upon Tyne. For services to Education and to the community in Newcastle Upon Tyne.",Northumberland
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Lorraine LLOYD ,"For services to the community in Welshpool, Powys.",Powys
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Eileen LOCHHEAD ,"Occupational Therapy Care Group Lead, Paediatrics, NHS Lanarkshire.  For services to Healthcare.",Glasgow
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jean LOUDON ,For voluntary service in Glasgow.,Glasgow
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Martyn LOUKES ,"Chair, LGBT Staff Network, Transport for London. For services to Diversity in the Workplace.",London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Yuk Shan LUI ,For services to Cultural Diversity and Education in Northern Ireland.,Belfast
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Anne Frances MACCALLUM ,"Head of Specialist Services, Gloucestershire Care Services NHS Trust.  For services to Nursing.",Gloucestershire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Neil MACLEOD ,For services to Crofting and the community in the Western Isles.,Western Isles
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Ian Roderick MACNEILL JP,"For services to the community in Salford, Greater Manchester.",Greater Manchester
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Amanda MACTAGGART ,For services to the community in Glasgow and West Dunbartonshire.,Dunbartonshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Samuel James MALCOLMSON ,"For voluntary service to Patients at Musgrave Park Hospital, Northern Ireland.",Antrim
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Narpinderjit MANN ,"Volunteer Worker and Community Project Co-ordinator, UNITED SIKHS, London Borough of Ealing. For services to the Sikh community.",London
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Bridget Rosemary MARSHALL ,"Yorkshire County Organiser, National Gardens Scheme.  For services to charitable fundraising.",North Yorkshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John David MARSHALL ,For services to Built Heritage in Northern Ireland.,Down
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Peter Gregory MASON ,"Chair, Sir Tom Finney Preston Soccer Development Centre.  For services to Amateur Sport.",Lancashire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Captain Reginald Vivian MAY ,"For services to the community in Bridport, Dorset.",Dorset
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Nancy MCADAM ,"Member, Inverness Dementia Memory Group.  For services to People with Dementia.",Ross and Cromarty
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Mary MCALINDEN ,"For services to the community in County Armagh, Northern Ireland.",Armagh
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Sgt Major Jonathan Hugh MCDONALD ,"Detachment Commander, Nairn, Army Cadet Force.  For voluntary service.",Nairn
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Heather McColl MCINTOSH ,Cub Leader - Glenkens Cub Scout Pack.  For services to the Scouting Movement and to the community in Dumfries and Galloway.,Kirkcudbrightshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Annie Watt Amos MCKENZIE ,For services to the Ochil Care Home and the community in Perthshire.,Perth and Kinross
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Julie MCKIRDY ,"Library Supervisor, Thimblemill Library. For services to the community in Smethwick, West Midlands.",West Midlands
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Gillian MCWHIRTER ,"Secretary, Multiple Sclerosis Society Ross-shire Branch. For services to Healthcare.",Inverness-shire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Glenda MEE ,"Teaching Assistant, Impington Village College, Cambridgeshire. For services to Young People with Special Educational Needs and Disabilities.",Cambridgeshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Michael Charles MELLOR ,"For services to the Chase Arts in Public Spaces Organisation and to the community in Cannock, Staffordshire.",Staffordshire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John Gilbert MILLINGTON ,"For services to the community in Witcombe and Bentham, Gloucestershire.",Gloucestershire
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Dr William Patrick Campbell MILLS ,"For services to the community in Westerleigh, Bristol.",Bristol
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Zafran MOHAMMED ,"Director, All 4 Youth.  For services to Young People and the community in Birmingham.",West Midlands
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr James MONTGOMERY ,"Club Ambassador, Sunderland Association Football Club.  For services to Football.",Tyne and Wear
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jean MONTGOMERY ,"For services to the Cub and Scout Movement in Reddish, Greater Manchester.",Greater Manchester
