,,Birthday Honours List 2011,,,,,
New Year,List,Order,Level,Award,Name,Citation,County
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Philip BENYON ,"Cross Government Solutions Group IT Programme Manager, Corporate IT, Department for Work and Pensions.",Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Keith BERRY ,"Secretary and Founder Trustee, Birch Thompson Memorial Fund.  For services to Young People in Wolverhampton, West Midlands.",West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Edna Ida May BESSELL ,For services to Lawn Bowls.,Somerset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia Lesley BEST ,"Area Manager, Probation Service for Northern Ireland.  For public service.",Down
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Shirley BEST ,"Executive Officer, Sure Start and Early Intervention Division, Department for Education.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Jonathan Leonard BIELBY ,"Organist and Director of Music, Wakefield Cathedral.  For services to Choral Music.",West Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lorna BILKE JP,"Lately Executive Officer, Jobcentre Plus, Department for Work and Pensions.",North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Ena BINGHAM ,Epilepsy Nurse Specialist.  For services to People with Epilepsy in Northern Ireland.,Belfast
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,The Reverend Michael Alan BINSTOCK ,For services to HM Prison Service and to Jewish Prisoners.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Barry Sidney BIRCH ,"For services to the community on the Fylde Coast, Lancashire.",Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Jack BIRKENSHAW ,For services to Cricket.,Leicestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janet BIRKIN DL JP,"Lately Chair, Derbyshire Police Authority.  For services to the Police and to the community in Derbyshire.",Derbyshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,The Rev Prebendary Philippa Jane BOARDMAN ,For services to Heritage in East London.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John BOLSTER ,"Head of Estate Policy and Strategy, Cabinet Office.",Wiltshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Keith Wallace BOOT ,"Chairman, Amber Valley Access Group. For voluntary service to Disabled People in Derbyshire.",Derbyshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Frederick Arthur BOOTH ,For services to Wildlife Conservation in Kent.,Kent
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Catherine BORSUMATO ,For services to Cleveland Police.,North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elizabeth Ann BOSWELL ,For services to Adoption and Fostering in the North West.,West Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter Griffith BOURSNELL ,For services to Fair Access to Higher Education.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Colonel Michael Cameron BOWDEN ,"Trustee, Rowdeford Charity Trust, Wiltshire.  For services to Special Educational Needs.",Wiltshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Diana BOWN DL,For voluntary service to Equestrian Sport.,Monmouthshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Philip BOYLE ,"Lately Physics Teacher, Hummersknott School and Language College, Darlington.  For services to Education.",North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Stephen BRAILEY ,"Chief Executive, Sheffield International Venues.  For services to the Leisure Industry.",South Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Michaela Alica BREEZE ,For services to Weightlifting.,Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Tricia BRENNAN ,"Head, Criminal Justice Department, Essex Police.  For services to the Police.",Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Romy BRIANT ,For services to the Prevention of Domestic Violence in Oxfordshire.,Oxfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James Ronald BROOKS ,"For services to Libraries in Little Chalfont, Buckinghamshire.",Buckinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Deborah BROWETT ,"Lately Chair, Spectrum Support Network, Home Office.",West Sussex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James BROWN ,"For services to the community in East Belfast, Northern Ireland.",Belfast
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret BRUHIN ,For voluntary service to the British Red Cross Society in North Wales.,Conwy
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia Doris BUDD ,"Breast Services Manager, Essex County Hospital, Colchester Hospital University NHS Foundation Trust.  For services to Healthcare.",Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter BUNTING ,"Programme Manager, KBR.  For services to the Defence Industry.",Surrey
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Gary BURCHMORE ,"For services to the community in Goldington, Bedford.",Bedfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Christine Marjorie BURDEN ,For services to Older People in Oxford.,Oxfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Carolyn Mary BURGESS ,For services to Business in Yorkshire and the Humber.,East Riding of Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael Richard BUTLER DL,"County Commissioner, Norfolk Scouts.  For services to Young People.",Norfolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Nazir Ahmed BUTT ,For services to Community Cohesion in the London Borough of Waltham Forest.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor Joan BUTTERFIELD ,"Chair, Rhuddlan Borough Council.  For services to Local Government in Rhyl, Denbighshire.",Denbighshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Shaun Joseph BYATT ,"Manager, Dorset Mental Health Forum. For services to Healthcare.",Dorset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Pauline BYERS ,"Nurse and Company Director,  Practice Development Unit, Derby. For services to Healthcare.",Derbyshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Diana Vivienne CALDICOTT ,"For voluntary service to the WRVS Laundry Service in Malvern, Worcestershire.",Worcestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Princess CAMPBELL ,For services to the community in Bristol.,Bristol
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lesley Catherine CAPLE ,For services to the Medical Research Council.,Surrey
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Gilo CARDOZO ,"Director, Gilo Industries Research Ltd  and Parajet UK Ltd.  For services to Business.",Dorset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Phyllis Elizabeth Margaret CARROTHERS ,"Chair, Royal Ulster Constabulary George Cross Widows' Association,  For services to the community in Northern Ireland.",Fermanagh
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Irene CARSON ,"For services to the community in Greenisland, Northern Ireland.",Antrim
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Jacqueline Anne CASS ,For voluntary service to Thames Valley Kings Wheelchair Basketball Club.,Berkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Charles CECIL ,"Director, Revolution Software Ltd.  For services to the Computer Games Industry.",North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Betty Maureen CHAMBERS ,"Chair of Admissions Appeals Panel, Peterborough and Cambridgeshire.  For services to Education.",Cambridgeshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Jose Elizabeth CHAMBERS ,"Director, Winchester Comino Foundation and lately Assistant Vice-Chancellor, University of Winchester.  For services to Higher Education.",Somerset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jane CHAPMAN ,"Manager and Director, Living Springs Family Centre.  For services to Families in the West Midlands.",Staffordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Major Ronald Charles William CHISHOLM ,"Lately Grade C1, Ministry of Defence.",Down
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alan CHRISTIE ,"Senior Professional and Technology Officer, Department of Energy and Climate Change.",Hampshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Charles CLAPHAM ,"Chairman, Palace Chemicals Ltd.  For services to Manufacture and to Football in Merseyside.",Merseyside
